,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
95,"Then, Dustin and Heather had a lot of fun at the restaurant. Dustin gave a drink to","Then, Dustin and Heather had a lot of fun at the restaurant. Elizabeth gave a drink to","Then, Dustin and Heather had a lot of fun at the restaurant. Heather gave a drink to",24253,37616
883,"Then, Nicole and Jesse were thinking about going to the garden. Nicole wanted to give a drink to","Then, Nicole and Jesse were thinking about going to the garden. Amber wanted to give a drink to","Then, Nicole and Jesse were thinking about going to the garden. Jesse wanted to give a drink to",18033,25176
647,"After Jennifer and Samuel went to the restaurant, Samuel gave a snack to","After Jennifer and Samuel went to the restaurant, Jonathan gave a snack to","After Jennifer and Samuel went to the restaurant, Jennifer gave a snack to",16348,17100
71,"When Jonathan and Alicia got a computer at the station, Jonathan decided to give it to","When Jonathan and Alicia got a computer at the station, John decided to give it to","When Jonathan and Alicia got a computer at the station, Alicia decided to give it to",39607,11232
157,"Then, Kelly and Alicia went to the house. Alicia gave a computer to","Then, Kelly and Alicia went to the house. Jacob gave a computer to","Then, Kelly and Alicia went to the house. Kelly gave a computer to",9077,39607
365,"When Paul and Jose got a kiss at the garden, Paul decided to give it to","When Paul and Jose got a kiss at the garden, Mark decided to give it to","When Paul and Jose got a kiss at the garden, Jose decided to give it to",5264,3362
934,"Then, Kevin and Jeremy had a long argument, and afterwards Jeremy said to","Then, Kevin and Jeremy had a long argument, and afterwards Brian said to","Then, Kevin and Jeremy had a long argument, and afterwards Kevin said to",7939,11753
726,"Then, Charles and Jeremy were working at the restaurant. Charles decided to give a computer to","Then, Charles and Jeremy were working at the restaurant. Jason decided to give a computer to","Then, Charles and Jeremy were working at the restaurant. Jeremy decided to give a computer to",11753,7516
644,"Then, Melissa and Bryan had a long argument, and afterwards Melissa said to","Then, Melissa and Bryan had a long argument, and afterwards Kelly said to","Then, Melissa and Bryan had a long argument, and afterwards Bryan said to",17857,24164
24,"When Alicia and Ashley got a drink at the garden, Ashley decided to give it to","When Alicia and Ashley got a drink at the garden, Dustin decided to give it to","When Alicia and Ashley got a drink at the garden, Alicia decided to give it to",39607,20899
14,"Then, Katie and Timothy had a lot of fun at the house. Timothy gave a snack to","Then, Katie and Timothy had a lot of fun at the house. Michael gave a snack to","Then, Katie and Timothy had a lot of fun at the house. Katie gave a snack to",24721,22283
877,"Then, Megan and Scott had a lot of fun at the office. Scott gave a computer to","Then, Megan and Scott had a lot of fun at the office. Bradley gave a computer to","Then, Megan and Scott had a lot of fun at the office. Megan gave a computer to",27616,4746
206,"Then, Angela and Eric were thinking about going to the house. Eric wanted to give a drink to","Then, Angela and Eric were thinking about going to the house. William wanted to give a drink to","Then, Angela and Eric were thinking about going to the house. Angela wanted to give a drink to",17799,7651
661,"Then, Stephanie and Alexander went to the garden. Alexander gave a drink to","Then, Stephanie and Alexander went to the garden. Erin gave a drink to","Then, Stephanie and Alexander went to the garden. Stephanie gave a drink to",26085,10009
265,"Then, Courtney and Jesse were thinking about going to the hospital. Jesse wanted to give a bone to","Then, Courtney and Jesse were thinking about going to the hospital. Michael wanted to give a bone to","Then, Courtney and Jesse were thinking about going to the hospital. Courtney wanted to give a bone to",36677,18033
928,"Then, Steven and Michelle had a lot of fun at the garden. Michelle gave a kiss to","Then, Steven and Michelle had a lot of fun at the garden. Nicholas gave a kiss to","Then, Steven and Michelle had a lot of fun at the garden. Steven gave a kiss to",8239,16738
222,"Then, Lindsay and Timothy had a lot of fun at the station. Timothy gave a computer to","Then, Lindsay and Timothy had a lot of fun at the station. Andrea gave a computer to","Then, Lindsay and Timothy had a lot of fun at the station. Lindsay gave a computer to",33127,22283
106,"When Charles and Lauren got a snack at the restaurant, Lauren decided to give it to","When Charles and Lauren got a snack at the restaurant, Michelle decided to give it to","When Charles and Lauren got a snack at the restaurant, Charles decided to give it to",7516,25672
208,"After Andrea and Paul went to the office, Andrea gave a necklace to","After Andrea and Paul went to the office, Justin gave a necklace to","After Andrea and Paul went to the office, Paul gave a necklace to",3362,23174
750,"Then, James and Elizabeth went to the house. Elizabeth gave a computer to","Then, James and Elizabeth went to the house. Nicole gave a computer to","Then, James and Elizabeth went to the house. James gave a computer to",3700,10674
474,"Then, Paul and Sean had a lot of fun at the house. Paul gave a computer to","Then, Paul and Sean had a lot of fun at the house. Joseph gave a computer to","Then, Paul and Sean had a lot of fun at the house. Sean gave a computer to",11465,3362
955,"Then, Robert and Brian had a lot of fun at the garden. Robert gave a bone to","Then, Robert and Brian had a lot of fun at the garden. Thomas gave a bone to","Then, Robert and Brian had a lot of fun at the garden. Brian gave a bone to",8403,5199
526,"Then, Kenneth and Justin were thinking about going to the store. Kenneth wanted to give a ring to","Then, Kenneth and Justin were thinking about going to the store. Laura wanted to give a ring to","Then, Kenneth and Justin were thinking about going to the store. Justin wanted to give a ring to",10799,23632
252,"Then, Jacob and Joseph were thinking about going to the office. Joseph wanted to give a ring to","Then, Jacob and Joseph were thinking about going to the office. Jennifer wanted to give a ring to","Then, Jacob and Joseph were thinking about going to the office. Jacob wanted to give a ring to",12806,7212
861,"Then, Christine and Allison had a long argument, and afterwards Christine said to","Then, Christine and Allison had a long argument, and afterwards Patrick said to","Then, Christine and Allison had a long argument, and afterwards Allison said to",33461,26088
476,"After Emily and Samantha went to the school, Samantha gave a bone to","After Emily and Samantha went to the school, Matthew gave a bone to","After Emily and Samantha went to the school, Emily gave a bone to",17608,34778
74,"Then, Adam and Samantha had a lot of fun at the store. Adam gave a necklace to","Then, Adam and Samantha had a lot of fun at the store. Allison gave a necklace to","Then, Adam and Samantha had a lot of fun at the store. Samantha gave a necklace to",34778,7244
238,"Then, Lindsay and Jose were thinking about going to the garden. Jose wanted to give a kiss to","Then, Lindsay and Jose were thinking about going to the garden. Emily wanted to give a kiss to","Then, Lindsay and Jose were thinking about going to the garden. Lindsay wanted to give a kiss to",33127,5264
297,"Then, Kyle and Andrew went to the garden. Andrew gave a snack to","Then, Kyle and Andrew went to the garden. Emily gave a snack to","Then, Kyle and Andrew went to the garden. Kyle gave a snack to",14316,6858
850,"Then, Richard and Patrick were working at the store. Richard decided to give a snack to","Then, Richard and Patrick were working at the store. Gregory decided to give a snack to","Then, Richard and Patrick were working at the store. Patrick decided to give a snack to",9925,6219
909,"When Joshua and Crystal got a ring at the garden, Joshua decided to give it to","When Joshua and Crystal got a ring at the garden, Patrick decided to give it to","When Joshua and Crystal got a ring at the garden, Crystal decided to give it to",12969,20700
30,"Then, Erin and Christina had a lot of fun at the office. Erin gave a snack to","Then, Erin and Christina had a lot of fun at the office. Joshua gave a snack to","Then, Erin and Christina had a lot of fun at the office. Christina gave a snack to",33673,28894
